"","ARO1","term1","ARO2","term2","n_unigenes","gene_class1","gene_class2"
"781","ARO:3009041","PDC-495","ARO:3008842","RSC1-1",2,"class C beta-lactamase","class C beta-lactamase"
"782","ARO:3009041","PDC-524","ARO:3008871","RSC1-1",2,"class C beta-lactamase","class C beta-lactamase"
"783","ARO:3009024","PEN-A1","ARO:3008997","PEN-B2",2,"class A beta-lactamase","class A beta-lactamase"
"784","ARO:3009024","PEN-A11","ARO:3008989","PEN-B2",2,"class A beta-lactamase","class A beta-lactamase"
"785","ARO:3008996","PEN-A19","ARO:3009007","PEN-A29",2,"class A beta-lactamase","class A beta-lactamase"
"786","ARO:3009007","PEN-A20","ARO:3008998","PEN-A29",2,"class A beta-lactamase","class A beta-lactamase"
"787","ARO:3009007","PEN-A29","ARO:3009022","PEN-A9",2,"class A beta-lactamase","class A beta-lactamase"
"788","ARO:3009024","PEN-A29","ARO:3009007","PEN-B2",2,"class A beta-lactamase","class A beta-lactamase"
"789","ARO:3003558","PEN-A29","ARO:3009007","y56 beta-lactamase",2,"class A beta-lactamase","class A beta-lactamase"
"790","ARO:3006973","PEN-A34","ARO:3009013","PME-1",2,"class A beta-lactamase","class A beta-lactamase"
"791","ARO:3009024","PEN-A38","ARO:3009016","PEN-B2",2,"class A beta-lactamase","class A beta-lactamase"
"792","ARO:3009024","PEN-B1","ARO:3009023","PEN-B2",2,"class A beta-lactamase","class A beta-lactamase"
"793","ARO:3007802","PER-2","ARO:3002364","RATA-2",2,"class A beta-lactamase","class A beta-lactamase"
"794","ARO:3007374","PJM-1","ARO:3000854","SMB-1",2,"class B beta-lactamase","class B beta-lactamase"
"795","ARO:3009033","PNC-2","ARO:3009034","PNC-3",2,"class C beta-lactamase","class C beta-lactamase"
"796","ARO:3006977","PST-1","ARO:3006976","PST-2",2,"class B beta-lactamase","class B beta-lactamase"
"797","ARO:3002724","QnrB10","ARO:3002719","QnrB5",2,"qnr","qnr"
"798","ARO:3006998","RAA-1","ARO:3009035","SPU-1",2,"class A beta-lactamase","class A beta-lactamase"
"799","ARO:3009036","RAHN-2","ARO:3006980","RAHN-3",2,"class A beta-lactamase","class A beta-lactamase"
"800","ARO:3007802","RATA-2","ARO:3009062","SHV-243",2,"class A beta-lactamase","class A beta-lactamase"
"801","ARO:3007802","RATA-2","ARO:3001131","SHV-77",2,"class A beta-lactamase","class A beta-lactamase"
"802","ARO:3000873","RUB-1","ARO:3006984","TEM-1",2,"class A beta-lactamase","class A beta-lactamase"
"803","ARO:3009044","SED-1","ARO:3003561","SED-2",2,"class A beta-lactamase","class A beta-lactamase"
"804","ARO:3006992","SGM-1","ARO:3006987","SGM-6",2,"class A beta-lactamase","class A beta-lactamase"
"805","ARO:3006988","SGM-2","ARO:3006989","SGM-3",2,"class A beta-lactamase","class A beta-lactamase"
"806","ARO:3006988","SGM-2","ARO:3006991","SGM-5",2,"class A beta-lactamase","class A beta-lactamase"
"807","ARO:3006988","SGM-2","ARO:3006992","SGM-6",2,"class A beta-lactamase","class A beta-lactamase"
"808","ARO:3004105","SHD-1","ARO:3007017","TMB-1",2,"class B beta-lactamase","class B beta-lactamase"
"809","ARO:3002494","SRT-1","ARO:3002493","SRT-2",2,"class C beta-lactamase","class C beta-lactamase"
"810","ARO:3009065","SRT-2","ARO:3002494","SRT-4",2,"class C beta-lactamase","class C beta-lactamase"
"811","ARO:3000195","Streptomyces rimosus otr(A)","ARO:3002891","tetB(P)",2,"tet RPG","tet RPG"
"812","ARO:3000873","TEM-1","ARO:3001004","TEM-141",2,"class A beta-lactamase","class A beta-lactamase"
"813","ARO:3000873","TEM-1","ARO:3001383","TEM-206",2,"class A beta-lactamase","class A beta-lactamase"
"814","ARO:3000979","TEM-116","ARO:3001023","TEM-157",2,"class A beta-lactamase","class A beta-lactamase"
"815","ARO:3001383","TEM-141","ARO:3001004","TEM-206",2,"class A beta-lactamase","class A beta-lactamase"
"816","ARO:3000926","TEM-57","ARO:3007007","TER-2",2,"class A beta-lactamase","class A beta-lactamase"
"817","ARO:3007003","VHH-1","ARO:3007004","VHW-1",2,"class A beta-lactamase","class A beta-lactamase"
"818","ARO:3002601","aadA","ARO:3002619","aadA22",2,"ant","ant"
"819","ARO:3004692","aadA10","ARO:3002616","aadA16",2,"ant","ant"
"820","ARO:3004692","aadA10","ARO:3002619","aadA22",2,"ant","ant"
"821","ARO:3002613","aadA13","ARO:3002619","aadA22",2,"ant","ant"
"822","ARO:3000777","adeF","ARO:3000781","adeJ",2,"efflux pump","efflux pump"
"823","ARO:3002846","arr-1","ARO:3002852","arr-7",2,"rifampin inactivation enzyme","rifampin inactivation enzyme"
"824","ARO:3002850","arr-2","ARO:3002847","arr-5",2,"rifampin inactivation enzyme","rifampin inactivation enzyme"
"825","ARO:3007014","bcrC","ARO:3003250","qacJ",2,"efflux pump","molecular bypass"
"826","ARO:3003562","blaF","ARO:3009024","PEN-B2",2,"class A beta-lactamase","class A beta-lactamase"
"827","ARO:3000215","blaR1","ARO:3000217","mecR1",2,"beta-lactam modulation resistance","beta-lactam modulation resistance"
"828","ARO:3003565","blaS1","ARO:3005111","R39",2,"class A beta-lactamase","class A beta-lactamase"
"829","ARO:3004660","catB11","ARO:3002679","Pseudomonas aeruginosa catB7",2,"cat","cat"
"830","ARO:3002680","catB3","ARO:3002676","catB8",2,"cat","cat"
"831","ARO:3004656","catII from Escherichia coli K-12","ARO:3002685","catIII",2,"cat","cat"
"832","ARO:3004599","cfr(B)","ARO:3004649","clcD",2,"target-modifying enzyme","target-modifying enzyme"
"833","ARO:3002814","clbA","ARO:3004599","clcD",2,"target-modifying enzyme","target-modifying enzyme"
"834","ARO:3003101","cphA5","ARO:3003094","imiH",2,"class B beta-lactamase","class B beta-lactamase"
"835","ARO:3004640","dfrA15b","ARO:3004644","dfrA6 from Proteus mirabilis",2,"dfr","dfr"
"836","ARO:3002860","dfrA17","ARO:3004547","dfrA6",2,"dfr","dfr"
"837","ARO:3002860","dfrA17","ARO:3004644","dfrA6 from Proteus mirabilis",2,"dfr","dfr"
"838","ARO:3007654","erm(46)","ARO:3004596","erm(56)",2,"erm","erm"
"839","ARO:3002704","fexA","ARO:3007019","fexB",2,"MFS efflux pump","MFS efflux pump"
"840","ARO:3003552","fusB","ARO:3004663","FusF",2,"fusB-type","fusB-type"
"841","ARO:3002879","linG","ARO:3002839","lnuF",2,"lnu","lnu"
"842","ARO:3000792","mdtA","ARO:0010004","resistance-nodulation-cell division (RND) antibiotic efflux pump",2,"efflux pump","efflux pump"
"843","ARO:3005097","mecC-type BlaZ","ARO:3008823","PC1",2,"class A beta-lactamase","class A beta-lactamase"
"844","ARO:3003072","mphL","ARO:3003767","mphM",2,"mph","mph"
"845","ARO:3007043","msr(I)","ARO:3005087","msrF",2,"abcF","abcF"
"846","ARO:3000811","mtrD","ARO:0010004","resistance-nodulation-cell division (RND) antibiotic efflux pump",2,"efflux pump","efflux pump"
"847","ARO:3003046","qacA","ARO:3003047","qacB",2,"MFS efflux pump","MFS efflux pump"
"848","ARO:3002667","rmtD","ARO:3004677","rmtD2",2,"target-modifying enzyme","target-modifying enzyme"
"849","ARO:3007029","salD","ARO:3007028","salE",2,"abcF","abcF"
"850","ARO:0010003","small multidrug resistance (SMR) antibiotic efflux pump","ARO:3003063","ykkC",2,"efflux pump","efflux pump"
"851","ARO:3000174","tet(62)","ARO:3007492","tet(G)",2,"MFS efflux pump","MFS efflux pump"
"852","ARO:3003070","vanX gene in vanD cluster","ARO:3002952","vanX gene in vanF cluster",2,"van","van"
"853","ARO:3002952","vanX gene in vanF cluster","ARO:3007190","vanX gene in vanP cluster",2,"van","van"
"854","ARO:3002954","vanX gene in vanO cluster","ARO:3007190","vanX gene in vanP cluster",2,"van","van"
"855","ARO:3002833","vga(E) Staphylococcus cohnii","ARO:3004715","vgaE",2,"abcF","abcF"
"856","ARO:3000599","23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A)","ARO:3005099","Erm(33)",1,"erm","erm"
"857","ARO:3002524","AAC(2')-Ib","ARO:3002527","AAC(2')-Ie",1,"aac","aac"
"858","ARO:3002525","AAC(2')-Ic","ARO:3002526","AAC(2')-Id",1,"aac","aac"
"859","ARO:3002538","AAC(3)-IIIc","ARO:3002542","AAC(3)-VIIIa",1,"aac","aac"
"860","ARO:3002534","AAC(3)-IIb","ARO:3002535","AAC(3)-IIc",1,"aac","aac"
"861","ARO:3002534","AAC(3)-IIb","ARO:3005085","AAC(3)-IIg",1,"aac","aac"
"862","ARO:3002541","AAC(3)-VIIa","ARO:3002544","AAC(3)-Xa",1,"aac","aac"
"863","ARO:3002583","AAC(6')-29a","ARO:3002584","AAC(6')-29b",1,"aac","aac"
"864","ARO:3003676","AAC(6')-31","ARO:3002585","AAC(6')-Ib'",1,"aac","aac"
"865","ARO:3002578","AAC(6')-31","ARO:3002585","AAC(6')-Ib7",1,"aac","aac"
"866","ARO:3002594","AAC(6')-32","ARO:3002586","AAC(6')-IIa",1,"aac","aac"
"867","ARO:3002549","AAC(6')-32","ARO:3002586","AAC(6')-Ic",1,"aac","aac"
"868","ARO:3002557","AAC(6')-I-48","ARO:3004638","AAC(6')-Ij",1,"aac","aac"
"869","ARO:3004635","AAC(6')-I-48","ARO:3004638","AAC(6')-Il",1,"aac","aac"
"870","ARO:3002561","AAC(6')-I-48","ARO:3004638","AAC(6')-Ir",1,"aac","aac"
"871","ARO:3002594","AAC(6')-IIa","ARO:3002616","aadA16",1,"aac","ant"
"872","ARO:3007204","AAC(6')-Iad","ARO:3002572","AAC(6')-Iap",1,"aac","aac"
"873","ARO:3002567","AAC(6')-Iad","ARO:3002572","AAC(6')-Iw",1,"aac","aac"
"874","ARO:3002574","AAC(6')-Iaf","ARO:3002559","AAC(6')-Ip",1,"aac","aac"
"875","ARO:3003199","AAC(6')-Iak","ARO:3007204","AAC(6')-Iap",1,"aac","aac"
"876","ARO:3002546","AAC(6')-Ib","ARO:3005115","AAC(6')-Ib-cr5",1,"aac","aac"
"877","ARO:3002576","AAC(6')-Ib","ARO:3002546","AAC(6')-Ib3",1,"aac","aac"
"878","ARO:3002578","AAC(6')-Ib","ARO:3002546","AAC(6')-Ib7",1,"aac","aac"
"879","ARO:3002546","AAC(6')-Ib","ARO:3002598","ANT(3'')-II-AAC(6')-IId bifunctional protein",1,"aac","bifunctional aminoglycoside"
"880","ARO:3002616","AAC(6')-Ib","ARO:3002546","aadA16",1,"ant","aac"
"881","ARO:3002594","AAC(6')-Ib'","ARO:3003676","AAC(6')-IIa",1,"aac","aac"
"882","ARO:3003676","AAC(6')-Ib'","ARO:3002595","AAC(6')-IIb",1,"aac","aac"
"883","ARO:3003676","AAC(6')-Ib'","ARO:3002578","AAC(6')-Ib7",1,"aac","aac"
"884","ARO:3002598","AAC(6')-Ib-Hangzhou","ARO:3002592","ANT(3'')-II-AAC(6')-IId bifunctional protein",1,"bifunctional aminoglycoside","aac"
"885","ARO:3002616","AAC(6')-Ib-Hangzhou","ARO:3002592","aadA16",1,"ant","aac"
"886","ARO:3002549","AAC(6')-Ib-SK","ARO:3002593","AAC(6')-Ic",1,"aac","aac"
"887","ARO:3002576","AAC(6')-Ib-Suzhou","ARO:3002591","AAC(6')-Ib3",1,"aac","aac"
"888","ARO:3002547","AAC(6')-Ib-cr1","ARO:3005116","AAC(6')-Ib-cr6",1,"aac","aac"
"889","ARO:3002581","AAC(6')-Ib-cr1","ARO:3002547","AAC(6')-Ib10",1,"aac","aac"
"890","ARO:3002581","AAC(6')-Ib-cr5","ARO:3005115","AAC(6')-Ib10",1,"aac","aac"
"891","ARO:3002581","AAC(6')-Ib-cr6","ARO:3005116","AAC(6')-Ib10",1,"aac","aac"
"892","ARO:3002581","AAC(6')-Ib10","ARO:3002594","AAC(6')-IIa",1,"aac","aac"
"893","ARO:3002581","AAC(6')-Ib10","ARO:3002578","AAC(6')-Ib7",1,"aac","aac"
"894","ARO:3002581","AAC(6')-Ib10","ARO:3002579","AAC(6')-Ib8",1,"aac","aac"
"895","ARO:3002581","AAC(6')-Ib10","ARO:3002680","catB8",1,"aac","cat"
"896","ARO:3002680","AAC(6')-Ib4","ARO:3002577","catB8",1,"cat","aac"
"897","ARO:3002579","AAC(6')-Ib8","ARO:3002598","ANT(3'')-II-AAC(6')-IId bifunctional protein",1,"aac","bifunctional aminoglycoside"
"898","ARO:3002579","AAC(6')-Ib8","ARO:3002616","aadA16",1,"aac","ant"
"899","ARO:3004451","AAC(6')-Ib9","ARO:3002580","Agrobacterium fabrum chloramphenicol acetyltransferase",1,"cat","aac"
"900","ARO:3003110","AAC(6')-Ib9","ARO:3002580","catB10",1,"cat","aac"
"901","ARO:3002680","AAC(6')-Ib9","ARO:3002580","catB8",1,"cat","aac"
"902","ARO:3002549","AAC(6')-Ic","ARO:3002557","AAC(6')-Ij",1,"aac","aac"
"903","ARO:3002549","AAC(6')-Ic","ARO:3002565","AAC(6')-Iu",1,"aac","aac"
"904","ARO:3002567","AAC(6')-Ic","ARO:3002549","AAC(6')-Iw",1,"aac","aac"
"905","ARO:3002569","AAC(6')-Ic","ARO:3002549","AAC(6')-Iy",1,"aac","aac"
"906","ARO:3002553","AAC(6')-If","ARO:3002558","AAC(6')-Ik",1,"aac","aac"
"907","ARO:3002553","AAC(6')-If","ARO:3002568","AAC(6')-Ix",1,"aac","aac"
"908","ARO:3002561","AAC(6')-Ig","ARO:3002554","AAC(6')-Ir",1,"aac","aac"
"909","ARO:3002565","AAC(6')-Ig","ARO:3002554","AAC(6')-Iu",1,"aac","aac"
"910","ARO:3002567","AAC(6')-Ig","ARO:3002554","AAC(6')-Iw",1,"aac","aac"
"911","ARO:3002555","AAC(6')-Ih","ARO:3002561","AAC(6')-Ir",1,"aac","aac"
"912","ARO:3002590","AAC(6')-Ii","ARO:3002556","AAC(6')-Iih",1,"aac","aac"
"913","ARO:3002590","AAC(6')-Iid","ARO:3002589","AAC(6')-Iih",1,"aac","aac"
"914","ARO:3002557","AAC(6')-Ij","ARO:3002566","AAC(6')-Iv",1,"aac","aac"
"915","ARO:3002558","AAC(6')-Ik","ARO:3002561","AAC(6')-Ir",1,"aac","aac"
"916","ARO:3002570","AAC(6')-Ik","ARO:3002558","AAC(6')-Iz",1,"aac","aac"
"917","ARO:3002619","AAC(6')-Il","ARO:3004635","aadA22",1,"ant","aac"
"918","ARO:3002604","AAC(6')-Il","ARO:3004635","aadA4",1,"ant","aac"
"919","ARO:3002606","AAC(6')-Il","ARO:3004635","aadA6",1,"ant","aac"
"920","ARO:3002561","AAC(6')-Ir","ARO:3002564","AAC(6')-It",1,"aac","aac"
"921","ARO:3002561","AAC(6')-Ir","ARO:3002565","AAC(6')-Iu",1,"aac","aac"
"922","ARO:3002567","AAC(6')-Ir","ARO:3002561","AAC(6')-Iw",1,"aac","aac"
"923","ARO:3002561","AAC(6')-Ir","ARO:3002568","AAC(6')-Ix",1,"aac","aac"
"924","ARO:3002565","AAC(6')-Is","ARO:3002562","AAC(6')-Iu",1,"aac","aac"
"925","ARO:3006228","ACC-1a","ARO:3006230","ACC-1c",1,"class C beta-lactamase","class C beta-lactamase"
"926","ARO:3006228","ACC-1a","ARO:3001819","ACC-5",1,"class C beta-lactamase","class C beta-lactamase"
"927","ARO:3009041","ACC-1a","ARO:3006228","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"928","ARO:3009065","ACC-1a","ARO:3006228","SRT-4",1,"class C beta-lactamase","class C beta-lactamase"
"929","ARO:3001819","ACC-1c","ARO:3006230","ACC-5",1,"class C beta-lactamase","class C beta-lactamase"
"930","ARO:3006232","ACC-2","ARO:3001816","ACC-7",1,"class C beta-lactamase","class C beta-lactamase"
"931","ARO:3009041","ACC-7","ARO:3006232","RSC1-1",1,"class C beta-lactamase","class C beta-lactamase"
"932","ARO:3007101","ACI-1","ARO:3004359","BcIII",1,"class A beta-lactamase","class A beta-lactamase"
"933","ARO:3007913","ACT-1","ARO:3001821","ACT-145",1,"class C beta-lactamase","class C beta-lactamase"
"934","ARO:3001822","ACT-1","ARO:3001821","ACT-2",1,"class C beta-lactamase","class C beta-lactamase"
"935","ARO:3001829","ACT-1","ARO:3001821","ACT-4",1,"class C beta-lactamase","class C beta-lactamase"
"936","ARO:3001825","ACT-1","ARO:3001821","ACT-6",1,"class C beta-lactamase","class C beta-lactamase"
"937","ARO:3007913","ACT-10","ARO:3001832","ACT-145",1,"class C beta-lactamase","class C beta-lactamase"
"938","ARO:3001849","ACT-10","ARO:3001832","ACT-29",1,"class C beta-lactamase","class C beta-lactamase"
"939","ARO:3007965","ACT-10","ARO:3001832","ACT-93",1,"class C beta-lactamase","class C beta-lactamase"
"940","ARO:3007884","ACT-101","ARO:3007919","ACT-154",1,"class C beta-lactamase","class C beta-lactamase"
"941","ARO:3007884","ACT-101","ARO:3007956","ACT-193",1,"class C beta-lactamase","class C beta-lactamase"
"942","ARO:3007884","ACT-101","ARO:3007650","CDA-1",1,"class C beta-lactamase","class C beta-lactamase"
"943","ARO:3007884","ACT-101","ARO:3008125","CMY-190",1,"class C beta-lactamase","class C beta-lactamase"
"944","ARO:3001848","ACT-102","ARO:3007885","ACT-28",1,"class C beta-lactamase","class C beta-lactamase"
"945","ARO:3007438","ACT-102","ARO:3007885","LAQ-1",1,"class C beta-lactamase","class C beta-lactamase"
"946","ARO:3007921","ACT-107","ARO:3007890","ACT-156",1,"class C beta-lactamase","class C beta-lactamase"
"947","ARO:3007890","ACT-107","ARO:3001842","ACT-21",1,"class C beta-lactamase","class C beta-lactamase"
"948","ARO:3007890","ACT-107","ARO:3001829","ACT-4",1,"class C beta-lactamase","class C beta-lactamase"
"949","ARO:3006244","ACT-107","ARO:3007890","ACT-49",1,"class C beta-lactamase","class C beta-lactamase"
"950","ARO:3007890","ACT-107","ARO:3001824","ACT-5",1,"class C beta-lactamase","class C beta-lactamase"
"951","ARO:3001825","ACT-107","ARO:3007890","ACT-6",1,"class C beta-lactamase","class C beta-lactamase"
"952","ARO:3001834","ACT-109","ARO:3007892","ACT-12",1,"class C beta-lactamase","class C beta-lactamase"
"953","ARO:3006243","ACT-109","ARO:3007892","ACT-48",1,"class C beta-lactamase","class C beta-lactamase"
"954","ARO:3008125","ACT-109","ARO:3007892","CMY-190",1,"class C beta-lactamase","class C beta-lactamase"
"955","ARO:3001834","ACT-111","ARO:3007894","ACT-12",1,"class C beta-lactamase","class C beta-lactamase"
"956","ARO:3007921","ACT-111","ARO:3007894","ACT-156",1,"class C beta-lactamase","class C beta-lactamase"
"957","ARO:3007935","ACT-111","ARO:3007894","ACT-172",1,"class C beta-lactamase","class C beta-lactamase"
"958","ARO:3001825","ACT-111","ARO:3007894","ACT-6",1,"class C beta-lactamase","class C beta-lactamase"
"959","ARO:3001843","ACT-112","ARO:3007895","ACT-22",1,"class C beta-lactamase","class C beta-lactamase"
"960","ARO:3007898","ACT-116","ARO:3007918","ACT-153",1,"class C beta-lactamase","class C beta-lactamase"
"961","ARO:3001849","ACT-116","ARO:3007898","ACT-29",1,"class C beta-lactamase","class C beta-lactamase"
"962","ARO:3006244","ACT-116","ARO:3007898","ACT-49",1,"class C beta-lactamase","class C beta-lactamase"
"963","ARO:3001825","ACT-116","ARO:3007898","ACT-6",1,"class C beta-lactamase","class C beta-lactamase"
"964","ARO:3001834","ACT-117","ARO:3007899","ACT-12",1,"class C beta-lactamase","class C beta-lactamase"
"965","ARO:3009046","ACT-117","ARO:3007899","SFDC-1",1,"class C beta-lactamase","class C beta-lactamase"
"966","ARO:3001843","ACT-118","ARO:3007900","ACT-22",1,"class C beta-lactamase","class C beta-lactamase"
"967","ARO:3001849","ACT-118","ARO:3007900","ACT-29",1,"class C beta-lactamase","class C beta-lactamase"
"968","ARO:3007900","ACT-118","ARO:3003655","ACT-38",1,"class C beta-lactamase","class C beta-lactamase"
"969","ARO:3007900","ACT-118","ARO:3001829","ACT-4",1,"class C beta-lactamase","class C beta-lactamase"
"970","ARO:3008125","ACT-118","ARO:3007900","CMY-190",1,"class C beta-lactamase","class C beta-lactamase"
"971","ARO:3001834","ACT-12","ARO:3007907","ACT-131",1,"class C beta-lactamase","class C beta-lactamase"
"972","ARO:3001834","ACT-12","ARO:3007921","ACT-156",1,"class C beta-lactamase","class C beta-lactamase"
"973","ARO:3001834","ACT-12","ARO:3007935","ACT-172",1,"class C beta-lactamase","class C beta-lactamase"
"974","ARO:3001834","ACT-12","ARO:3007939","ACT-176",1,"class C beta-lactamase","class C beta-lactamase"
"975","ARO:3001834","ACT-12","ARO:3006249","ACT-54",1,"class C beta-lactamase","class C beta-lactamase"
"976","ARO:3001834","ACT-12","ARO:3001825","ACT-6",1,"class C beta-lactamase","class C beta-lactamase"
"977","ARO:3007907","ACT-131","ARO:3006249","ACT-54",1,"class C beta-lactamase","class C beta-lactamase"
"978","ARO:3007913","ACT-145","ARO:3001822","ACT-2",1,"class C beta-lactamase","class C beta-lactamase"
"979","ARO:3007913","ACT-145","ARO:3003655","ACT-38",1,"class C beta-lactamase","class C beta-lactamase"
"980","ARO:3007965","ACT-145","ARO:3007913","ACT-93",1,"class C beta-lactamase","class C beta-lactamase"
"981","ARO:3001847","ACT-15","ARO:3001837","ACT-27",1,"class C beta-lactamase","class C beta-lactamase"
"982","ARO:3006254","ACT-15","ARO:3001837","ACT-59",1,"class C beta-lactamase","class C beta-lactamase"
"983","ARO:3001849","ACT-153","ARO:3007918","ACT-29",1,"class C beta-lactamase","class C beta-lactamase"
"984","ARO:3006244","ACT-153","ARO:3007918","ACT-49",1,"class C beta-lactamase","class C beta-lactamase"
"985","ARO:3001825","ACT-153","ARO:3007918","ACT-6",1,"class C beta-lactamase","class C beta-lactamase"
